Name,pKa,Center,Index,Smiles,Error
1197_1,2.84,O,4,C[C@@H](C(=O)[OH:11])Oc1cc(c(cc1Cl)Cl)Cl,0
3578,5.47,N,8,OCCCc1ccc[nH+]c1,0
6671,5.86,N,10,Cc2cc1cccc(O)c1[nH+]c2C,0
5293,2.2,N,7,Cc1ccnc(S)[nH+]1,0
1862,4.42,N,8,c2ccc(c1ccc[nH+]c1)nc2,0
984_1,6.78,O,6,c1(nc(nc(n1)O)O)[OH:7],0
691_1,3.23,N,21,c1ccc2c(c1)ccc3c2c(=O)cc(o3)c4cccc(c4)[NH3+:20],0
6322,10.56,N,2,CC[NH2+]CCN,0
990,6.765,N,6,Nc1cccc[nH+]1,0.055
1975,8,N,6,CCN(CC)C(NC(c(cc1)ccc1Cl)=O)=S,0
4223,8.8,N,10,CCOC(=O)C1CC2CC[NH+]1CC2,0
7003,2.93,O,12,Cc1cc([N+](=O)[O-])ccc1C(=O)O,0.02
2085,6.72,O,0,OC(C=CC=CC1=O)=C1O,0
5804,9.35,N,6,COc1ccc(/[NH+]=C/N(C)C)cc1,0
4220,1.59,N,20,Cc3cc(c1ccccc1)n(c2ccc(C(=O)O)cc2)[nH+]3,0
140,8.15,N,5,O=C(C[C@H]1C(N2)=O)N[C@@H]1C2=O,0
5302,7.21,N,5,NC(=O)C[C@@H]([NH3+])C(=O)NCC(=O)[O-],0
7116,7,N,9,COc2c1ccccc1[nH+]c3ccccc23,0
3245,6.95,O,15,C[NH+](C)Cc(c(C([O-])=O)c(C[NH+](C)C)c(O)c1O)c1O,0
1651,5.58,N,8,NC(=O)CCc1cc[nH+]cc1,0
1954,8.21,N,1,C[NH+](C)CCOCC[NH+](C)C,0
4060,0.6,N,4,Clc1c[nH][nH+]c1,0
3898,4.95,O,8,CC1CCCC(C(=O)O)C1,0
6054,4.59,O,11,COCC(C1C=CC2C1)=C2C(O)=O,0
3841,3.97,O,6,CC(C(C)(C)C(O)=O)C#N,0
3981,2.63,O,0,OC([C@@]12O[C@@H]1CC[NH2+]C2)=O,0
471,11.4,N,6,NC(CC(N1)=CNC1=S)C([O-])=O,0
6525,3,O,5,O[C@H]([C@H]([C@H](C(O)=O)O[C@@H]1Oc2cc3ccccc3[nH+]c2)O)[C@@H]1O,0
2474,10.15,O,4,Cc1cc(O)cc(C)c1,0
21_2,9,N,7,c2ccc(N1CC[NH2+]CC1)cc2,0
6465,3.46,O,0,OC(c1cccs1)=O,0
3276,4.45,N,6,O=S(C(F)(F)F)(Nc1ccccc1)=O,0
39,8.61,N,13,CC(=O)C2(c1cccc(O)c1)CC[NH+](C)CC2,0
406_1,9.2,N,2,CC[N@@H+:11]1CCC[C@H](C(=O)CCC1)O,0
3054,6.62,O,9,OC(c1ccccc1)=C(O)O,0
4707,8.3,O,4,CC(/C=N/O)=O,0
6632,8.71,N,19,COc(cc(cc1)S(C)=O)c1c1nc(nncc2)c2[nH]1,0
2663,7.06,N,8,O=N(=O)c1cccc2[nH+]ccc(NCCCO)c12,0
875_1,3.6,N,11,COc1ccc(cc1)S(=O)(=O)[NH:27]C(=O)N2CCC(CC2)[NH+]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,0
236_2,6.08,N,29,NC(=[NH2+])c5ccc([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)[C@H](CCF)[C@H]2[C@@H]3CCC[NH+]34)cc5,0
2379,3.3,N,10,Nc2nc1nc[nH]c1c(O)[nH+]2,0
5889,8.19,N,4,[NH3+]CCC[NH2+]CCO,0
4143,4.25,O,5,Cc1[nH+]c(C(O)=O)c(C([O-])=O)[nH]1,0
1336,3.18,O,23,C/C(=N\NC(=O)Nc1cc(cc(c1)F)F)/c2c(cccn2)C(=O)[OH:22],0
223,6.78,N,9,Oc1ccc(F)cc1C[NH+]2CCOCC2,0
4419,4.7,N,4,c4ccc3[nH+]c2ccc1ccccc1c2cc3c4,0
3790,10.31,O,10,CC(C)c(cc1)c(C)cc1O,0
1782,4.53,N,4,CN(C)c1[nH+]cnc2[nH]ncc12,0
808,5.75,N,5,c3ccc(C[NH+](CC1CO1)CC2CO2)cc3,0
4187,4.64,N,4,C[NH2+]CC[NH2+]CC[NH3+],0
41_2,9.05,N,3,FC1C[NH2+]CCC1Cc2ccccc2,0
3494,9.11,N,1,C[NH+](C)CCO,0.11
2864,3.4,O,0,OC(Cn(cc1)c2c1cccc2)=O,0
580_1,9.25,N,3,CC(C)[NH2+:13]C[C@@H](c1ccc(cc1)S(=O)(=O)C)O,0
5468,7.9,O,0,Oc(c1ncccc1c(Cl)c1)c1I,0
2367,8.86,O,0,Oc1cc2ncccc2cc1,0.01
5148,9.06,O,7,[NH3+]Cc1cccc(O)c1,0
2460,4.88,N,10,CCCCN(CCCC)c2[nH+]nc(c1ccccc1)cc2C,0
804_1,8.15,N,24,c1cc(ccc1C#N)C(=O)N2CCC3(CC2)Nc4c(ccc(c4C(=[NH+:22]3)N)F)F,0
637_1,4.7,N,14,C[C@H](c1ccc(cc1)CC(C)C)C(=O)[NH:15]S(=O)(=O)C,0
4625,2.29,O,10,CC(Cc1ccccc1)(C(O)=O)C#N,0
2867,4.09,N,11,Cc(cccc1)c1c1nnn[nH]1,0
69_2,8.46,N,3,CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1,0
3698,2.6,N,16,Cc3cc(C(c1ccc([NH3+])cc1)c2ccc([NH3+])cc2)ccc3[NH3+],0
1370,2.88,N,6,CN(c1nnn[nH]1)[N+]([O-])=O,0
327_1,5.1,N,6,Cc1c(c(nc([nH+:10]1)N)C)CC=C,0
7385,10.06,S,6,O=C([O-])CCCS,0
6509,8.6,N,12,Nc3cc(/C=C/c1ccccc1)[nH+]c(/C=C/c2ccccc2)c3,0
12_1,10.42,N,5,CCC(CC)[NH3+:6],0
9_3,6.59,O,2,O=C(O)C=CC=CC=CC(=O)[O-],0
3488,8.17,N,9,CCCC(C)C(CC)(C(NC(N1)=O)=O)C1=O,0
6761,8.04,N,5,CC(C)SC(=[NH2+])c1ccccc1,0
6512,9.115,N,7,CCOC(=O)CC[NH3+],0.015
2084,6.99,N,11,CC(C)(S)C(C(=O)[O-])n1cc[nH+]c1Cc2ccccc2,0
614_1,8.5,N,8,c1ccc(cc1)[C@H](C[NH3+:15])Oc2cc(ccc2Cl)Cl,0
245_2,11.13,N,13,CO[C@@H]4CCN5[C@@H](c1ccc(C(N)=[NH2+])cc1)[C@H]3C(=O)N(Cc2ccc(F)cc2)C(=O)[C@H]3[C@@H]45,0
4067,5.52,N,4,Nc1cc[nH+]c2c1ncn2CCOCP(=O)(O)[O-],0
982_1,3.59,O,8,Cc1nc(co1)C(=O)[OH:9],0
215,8.4,N,5,[NH3+]C(Cc1n[nH]cn1)C([O-])=O,0
6937,7.7,N,2,Cc2[nH+]ccc3c1ccccc1[nH]c23,0
6429,7.32,N,8,CCOC(C(C1=O)=NNC(N(C)C(N2C)=O)=C1C2=O)=O,0
1451,5.7,N,4,Cn1cc[nH+]c1c2ccccn2,0
4983,9.42,N,0,[NH3+]CCc1ccc(N(=O)=O)cc1,0
7047,9.69,O,12,CC(Oc1cccc2cccc(O)c12)=O,0
899_1,13.11,O,4,C(C(F)F)[OH:3],0
3457,1.47,N,2,Nc1[nH+]c[nH+]c(N)c1N,0
6452,2.36,N,14,CC(c1cc(F)cc(NC(c2nnn[nH]2)=O)c1O)=O,0
4139,12,N,2,NC(Nc1cccc(Cl)c1)=S,0
6205,4.63,N,4,Cc3cc2[nH+]cn([C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)c2cc3C,0
1302,3.69,O,0,OC(c(c1c2)cccc1ccc2O)=O,0
2057,8.1,N,2,CC(NBr)=O,0
763,3.16,O,0,OC([C@H](CCC1)N1C([C@H]1[NH2+]CCC1)=O)=O,0
1547,6.6,N,13,CC(=O)n1ccnc1Cc2[nH]cc[nH+]2,0
2281,10.99,N,12,CC(C)Nc1ncnc2c1cn[nH]2,0
3170,4.96,O,10,CN(C)c(cc1)ccc1C(O)=O,0
2833,4.65,N,10,Oc2ccc(/N=N/c1cc[nH+]cc1)cc2,0
182_1,4.3,N,9,c1ccc(c(c1)C2CC2)[NH3+:10],0
1129_1,3.26,O,4,C[C@@H](C(=O)[OH:11])Oc1ccc(cc1)Cl,0
968,11.01,N,11,CC(C)(C)NCCCCCC[NH2+]C(C)(C)C,0
268_2,5.16,N,12,CO[C@@]4(C(F)(F)F)[C@H]3[C@@H]1CCC[NH+]1[C@@H](c2ccc(C(N)=[NH2+])cc2)[C@H]3C(=O)N4Cc5ccc(F)cc5,0
2769,13.42,N,10,c1c(c2ccccc2)nc[nH]1,0
25_1,9.55,N,1,C[NH2+:6]CCCCO,0
4418,9.15,N,9,CCc2c([O-])n(C1CC[NH+](C)CC1)nc2c3ccccc3,0
5505,11,N,18,CCCCCCCCCCCCCCCCCC[NH2+]CCCCCCCCCCCCCCCCCC,0
4592,11.57,O,7,[O-]c(cc1)ccc1O,0
207,4,N,9,OCNc1nc(NCO)[nH+]c(NCO)n1,0
459,7.705,O,0,Oc1cccc(Cl)c1Cl,0.005
5214,8.2,N,10,Nc2nc1nc[nH]c1c([S-])[nH+]2,0
6732,8.97,N,0,[NH3+]CCC[n+]2ccc1ccccc1c2,0
605_1,7.7,N,9,CCCC[C@@H](CC)CO[NH+:15](C[C@@H](C)O)C[C@@H](C)O,0
310_1,5.93,N,4,CC(C)(C)[NH2+:11]c1ccc(cc1)Br,0
1323,7.85,O,22,c1ccc(cc1)N(C(=O)c2cc(cc(c2)N(=O)=O)C(F)(F)F)[OH:20],0
1734,10.2,N,3,CNC(=[NH2+])CCNS(=O)(=O)c1ccc(C)cc1,0
1380_1,6.66,S,7,Cc1cccc(c1)[SH:8],0
6981,9.49,N,0,[NH3+]Cc1ccccc1,0.13
5240,4.57,O,9,Cc(cc(c1c2)nnn1O)c2Cl,0
7191,7.36,O,5,NC(=O)/C=C(O)/c1ccncc1,0
5279,3.09,N,14,COc3ccc(c2[nH]c1cncnc1[nH+]2)c(OC)c3,0
520,9.53,N,0,[NH3+]C1CCCCC1O,0
7042,1.66,N,0,[NH3+]c2ccc([I+]c1ccccc1)cc2,0
3889,10,N,0,[NH3+]CCCCBr,0
5918,8.8,O,3,O[B-](O)([OH2+])c1ccccc1,0
1613,13.55,O,3,C#CCO,0
201_1,9.4,N,8,CC(=O)OCCCC[NH+:9](C)C,0
2492,2.73,N,0,[NH3+]c1cccc2c([N+](=O)[O-])cccc12,0
4723,2.86,N,5,[NH3+]c1ccc([NH3+])cc1,0
185_2,9.3,N,8,O=C([O-])[C@H]3[C@@H]1CCC[NH+]1[C@@H](c2ccc(Br)cc2)[C@H]3C(=O)NCc4ccccc4,0
1635,8.23,O,0,Oc1ccccc1C[NH+]2CCCCC2,0
7064,10.05,O,8,Nc(cc(cc1)O)c1O,0
30_1,7.87,N,6,CCC1=CCC[NH2+:7]1,0
6044,5.85,N,5,Cc2ccc1[nH+]c(C)ccc1c2,0
4888,4.32,N,9,Cn2ncc1c(N)nc[nH+]c12,0
1351,7.7,N,1,C[NH2+]CC(c(cc1)ccc1O)=O,0
5298,6.16,N,8,c2ccc(Oc1cc[nH+]cc1)cc2,0
76_1,10,N,3,C[C@H](C[NH2+:7]C(C)C)O,0
4651,7.35,N,3,CCC[NH+](C)N,0
629_1,8.65,N,1,C[NH+:19]1CCC(CC1)(c2ccccc2)c3ccccc3,0
29_1,9.53,N,6,CC1=CCCC[NH2+:7]1,0
148,10.71,O,7,Nc1ccnc2c(O)cccc12,0
4873,9.24,N,8,CN1CCCCCC[NH+](C)CCCCCC1,0
1008,8.9,N,9,CNC(c1ncnc2c1[nH]cn2)=O,0
2998,8.05,O,13,C[n+]1cn(CCC[n+]2ccc(/C=N/O)cc2)cc1,0
4686,1.78,N,11,CC(=O)NS(=O)(=O)c1ccc([NH3+])cc1,0
1310,6.01,N,14,Cc3cc(c1ccccc1)nn4c(C[NH+]2CCOCC2)cnc34,0
1539,1.45,O,14,CC(C(C(CNc1nc(N)[nH+]2)=Nc1c2O)=O)O,0
129_1,10.64,N,4,C1C[C@@H](C[NH2+:7]C1)C(=O)[O-],0
5141,11.02,N,0,[NH3+]CCCCCCCCC(=O)[O-],0
836,4.13,O,9,CC(c(cccc1)c1C(O)=O)=O,0
2359,7.98,O,20,Cc(cc1Cc(cc2C)cc(C)c2O)cc([N+]([O-])=O)c1O,0
869,9.04,N,0,NS(c(cc1)ccc1[N+]([O-])=O)(=O)=O,0
3199,2.1,O,13,COc(cc1)cc(C[NH2+]C(CO)C(O)=O)c1O,0
4629,13.56,N,2,c1n[nH]c2c1cccc2,0
2148,13.9,N,3,CN/C(=[NH+]/C)N(C)C,0
1888,10.06,N,8,c3ccc(CN(CC1=[NH+]CCN1)c2ccccc2)cc3,0
150_1,5.72,N,2,CC[NH2+:10]c1ccc(cc1)C,0
155_1,11.84,N,8,CCCCC1=CCC[N@@H+:10]1C,0
6341,7.205,O,11,Cc1cc([N+]([O-])=O)cc(C)c1O,0.015
425,4.11,N,4,COCC[NH+](CCOC)c1ccccc1,0
5507,5,N,6,OCc1ccc[nH+]c1,0
4167,5.94,N,14,Cc1ccnc3c1ccc2c(C)cc[nH+]c23,0
3186,4.98,N,2,Cc1[nH+]cc(CO)c(CO)c1O,0
6131,2.62,N,7,OCc2nc1nc[nH+]cc1[nH]2,0
7367,8.08,O,7,Cc1cnc(C)c(O)c1C=O,0
2149,3.29,N,7,Nc1cccc2[nH][nH+]cc12,0
7045,4.21,N,12,Cc2[nH]c1ccc([N+](=O)[O-])cc1[nH+]2,0
1381_1,6.64,S,7,Cc1ccccc1[SH:8],0
729,5.66,N,16,c1cnc4c(c1)ccc3c2CCCCc2c[nH+]c34,0
300_2,11.16,N,29,COC5(OC)C[C@@H]4[C@@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@@H]2[C@H](c3ccc(C(N)=[NH2+])cc3)N4C5,0
2870,9.7,N,12,CC(C)(C)C(c1cc(C(C)=O)n[nH]1)=O,0
1225_1,11.59,O,12,CCCc1cc(c(c(c1)CCC)[OH:16])CCC,0
3524,3.92,N,4,c2cnc1[nH+]c[nH]c1c2,0
994,2.38,N,7,C[NH+](C)c1ccc([NH+](C)C)cc1,0
7301,8.315,N,7,CC(=O)OC(C)C[NH+](C)C,0.005
3844,8.6,N,5,[O-]c1ccc[nH+]c1,0
683_1,9.1,N,19,CCOC(=O)N1CCC2(CC1)Nc3cccc(c3C(=[NH+:16]2)N)F,0
3567,3.05,N,7,[NH3+]c1ccc(O)c([NH3+])c1,0
716,4.86,N,0,[NH3+]c1ccccc1O,0
1215_1,4.34,O,13,c1cc(c(c2c1cc(cn2)Cl)C(=O)[OH:13])Cl,0
7043,3.54,O,3,C/C(/C(O)=O)=C\Cl,0
5650,6.8,N,6,Cn1c(C(NC(N2)=O)=S)c2nc1,0
2108,11.46,N,11,OCc1nc(cc(cc2)Cl)c2[nH]1,0
2811,4.03,N,14,O=C(NNc1ccc(Br)cc1)c2cc[nH+]cc2,0
765_1,9,N,8,c1cc2c(c(c1)F)C(=[NH+:22]C3(N2)CCN(CC3)C(=O)c4ccc(cc4)C#N)N,0
1275,5.2,N,17,O=C([O-])CSc3[nH]c2cc1CCCCc1cc2[nH+]3,0
6773,3.38,O,8,[O-][N+](c(cc(cc1)C(O)=O)c1Br)=O,0
6295,7.9,N,10,CN(C)C(c1ncnc2c1[nH]cn2)=O,0
51_2,9.18,N,13,COc1ccc(OC)c(C(O)C(C)[NH3+])c1,0
5867,4.57,O,11,[NH3+]CCCCCCCCCC(O)=O,0
7302,8.01,O,4,CCc(c(O)c1)cc(C(C)=C2)c1OC2=O,0
3495,5.43,N,22,c4[nH]cc(Cc3c[nH]c(Cc2nc(Cc1c[nH+]c[nH]1)c[nH]2)[nH+]3)[nH+]4,0
4295,5,N,5,Cc1ccc([NH3+])c(N)c1,0
172_1,3.56,N,8,COc1ccc(cc1[NH3+:8])Cl,0
2394,4.13,O,0,OC(c1ccc(CCl)cc1)=O,0
6655,2.2,N,12,CC2=[NH+]c1ccc([N+](=O)[O-])cc1[NH+]=C(C)C2,0
5568,7.44,O,4,Oc2nc(O)c1[nH]cnc1n2,0
3374,9.61,N,14,C=CCc1ccccc1OCC(O)C[NH2+]C(C)C,0.01
4538,10.55,O,11,[O-]S(c(c1c(cc2)[nH]nc1)c2O)(=O)=O,0
6974,10.64,N,7,C#CCCCCC[NH3+],0
46_1,10.38,N,5,CC1(CCC[NH2+:8]C1)C,0
5067,12.2,N,1,C[n+](cccc1)c1N,0
3873,7.47,O,9,[O-][N+](c(cc(cc1)O)c1O)=O,0
6578,8.41,O,0,Oc(cc1)ccc1C(OCc1ccccc1)=O,0
5405,3.22,N,12,[O-][N+](c(cccc1)c1c1nnn[nH]1)=O,0
4587,2.85,N,8,Cc1nnc(C)c(C)[nH+]1,0
4038,2.78,O,4,[NH3+]CC(C(O)=O)O,0
3032,8.26,O,5,Cc(ccc(O)c1)c1[N+](C)(C)C,0
2015,8.84,N,0,NS(c1cc(C#N)ccc1)(=O)=O,0
1151_1,9.5,O,10,CC(C)(C)c1cccc(c1[OH:13])[S@@](=O)C,0
365_1,7.77,N,10,CCCO[P@@](=O)(C)SCC[NH+:9](C)C,0
4082,4.82,N,15,c4ccc(c3cnc2c(ccc1ccc[nH+]c12)c3)cc4,0
6416,5.75,N,2,Nc2[nH+]c1CCCCc1o2,0
1404,10,O,15,CC(C)(/C=C/C([O-])=O)c(cc(cc1)Br)c1O,0
297_1,9.42,N,11,C[C@@H](c1ccc(cc1)C(C)C)[NH3+:12],0
4774,8.51,N,11,CC(C)Cc1ccc(O)c(C[NH+](C)C)c1,0
2042,7.99,N,1,C[NH2+]CC(=O)Nc1c(C)cccc1C,0
2036,3.4,N,3,Nc1[nH][nH+]c(N)c1/N=N/c2ccc(C(=O)O)cc2,0
7315,7.9,N,11,CCOCCn4c(CN2CC[NH+](CCCCn1cccn1)CC2)nc3ccccc34,0
3747,3.42,O,11,[O-][N+](c(cccc1)c1[Se]CC(O)=O)=O,0
1825,8.54,N,0,[NH3+]Cc1nnn[n-]1,0
5026,6.99,N,12,COc(cccc1)c1c1nnn[nH]1,0
5810,6,N,11,[NH3+][C@@H](CCCCN1C(=O)C[C@@H]([NH3+])C1=O)C(=O)[O-],0
2586,7.82,N,0,[NH3+][C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)[O-],0
91_1,7.62,N,5,COc1cc[nH+:7]c(c1)N,0
3490,9.02,O,0,Oc1cccc(Cl)c1,0.06
6617,3.23,O,11,CCCCCP(CCCCC)(O)=O,0
7038,2.05,O,8,COc(cc1)cc[n+]1O,0
6500,9.97,N,11,NC2CC1CCCCC1CC2[NH3+],0
1158,10.1,O,13,CC(C)(C)N(C(c1ccccc1)=O)O,0
4812,4.45,N,5,Cn(cn1)c(NC=N2)c1S2(=O)=O,0
2740,9.39,N,1,C[NH+](C)CCC(c1ccccc1)c2ccccc2,0.04
510_1,9.87,N,4,C[C@@H](CO)[NH2+:12]CCc1ccc(c(c1)O)O,0
3926,10.07,N,1,C[NH+](C)CCCCC(=O)Oc1cccc([N+](=O)[O-])c1,0
949_1,5.64,O,7,C(CC(=O)[O-])C(=O)[OH:7],0
6421,5.8,N,3,Cc1c(NS(c(cc2)ccc2N)(=O)=O)onc1C,0
1120_1,11.1,O,9,CC(C)c1cccc(c1[OH:13])C(C)C,0
6781,9.355,O,0,Oc(cc1)ccc1Cl,0.065
8_1,8.95,N,4,C1CCC(=[NH2+:6])C1,0
1267_1,3.69,O,17,COC(=O)C[C@H](c1ccc(cc1)N(=O)=O)C(=O)[OH:17],0
5965,9.67,N,2,CC([NH3+])Cc2ccc1OCOc1c2,0
1217_1,10.1,O,10,c1cc2cc(cc(c2nc1)[OH:12])C(F)(F)F,0
6827,5.05,N,1,C[NH+]1CC[NH2+]CC1,0
1830,9.23,N,4,CN(CC[NH3+])CC[NH+](C)C,0
3548,9.6,S,10,Cc(cccc1)c1NCCS,0
3315,3.96,N,17,Cn2ncc1c(NC(C)(C)CC(C)(C)C)nc[nH+]c12,0
2012,8.9,N,2,CC[NH+](CCO)CC(C)O,0
2675,10.42,O,5,CC(/C=C(\C)/O)=C,0
4825,2.98,N,3,CSc2[nH+]c1cncnc1n2C,0
6682,8.695,N,2,CC([NH3+])C(O)c1ccc(O)cc1,0.005
3962,4.4,O,16,Cc(c(N)n1)c[n+]([C@H](C2)O[C@@H](CO)[C@@H]2O)c1O,0
6922,5.75,O,9,CC[NH+]1C(CNC(c(c(O)c(cc2)[N+]([O-])=O)c2OC)=O)CCC1,0
2802,6.1,N,7,[NH3+][C@H](Cc1c[nH]c[nH+]1)C(=O)[O-],0
7018,2.64,N,13,Clc3[nH]c2cc1CCCCc1cc2[nH+]3,0
2330,3.19,O,6,CSC(NCC(O)=O)=S,0
1587,10.47,O,0,Oc(cc1)ccc1OCc1ccccc1,0
518_1,11,N,1,C[NH+:14](C)Cc1ccc2cccnc2c1O,0
2021,9.03,N,6,CN[C@H]1C(C)[C@@H]1[NH2+]C,0
771,2.66,N,4,C[n+]2c(N[NH3+])ccc1ccccc12,0
5164,8.57,N,12,Cc1ccc2c(c1)c4CCCC3=[NH+]CCn2c34,0
1600,11.6,N,5,CCC(C)(C)[NH2+]C(C)(C)CC,0
6907,11.21,O,16,Cc1cccc(OC(CBr)(c2ccccc2)O)c1,0
7100,2.35,N,10,c2ccc(Oc1cccc[nH+]1)cc2,0
6218,3.01,O,3,CC(C(O)=O)Br,0
5722,0.93,N,2,CC[NH2+]Cl,0
4968,11.74,N,6,C2CC1CCC[NH+]1C2,0
1511,2.26,O,17,OC[C@@H]([C@@H]([C@@H]1O)O)O[C@@H]1[n+](ccc(NO)n1)c1O,0
1513,11.3,O,7,[O-][N+](=O)c1cnc(O)nc1[O-],0
4415,1.82,N,6,Ic1cccc[nH+]1,0
335_1,8.36,N,7,c1cc(cnc1)C[NH+:12]2CCCC2,0
7224,2.48,S,8,O=C(c1ccccc1)S,0
1591,4.68,O,7,Cc(cc(cc1)C(O)=O)c1O,0
5113,4.82,N,7,O=C([O-])c2ccc1[nH+]cccc1c2,0
238_1,9.45,N,10,CCC[C@@H](c1ccccc1)[NH3+:11],0
295,4.2,N,10,Cc2ccc(N=c1ccc(=[NH2+])cc1)c(N)c2,0
4173,2.36,N,14,[O-][N+](=O)c3ccc2[nH]c(c1cccs1)[nH+]c2c3,0
4887,9.97,O,8,[O-][N+](c1ccc(/C=N/O)cc1)=O,0
3102,8.8,N,13,Cc1ccc(Cl)cc1/C(=N/CCC[NH+](C)C)c2ccccc2,0
495_1,9.69,N,3,CC(C)[NH2+:13]C[C@@H](c1ccccc1OC)O,0
104_1,10.28,N,2,CC[NH+:9]1CCC(CC1)C,0
593_1,1.3,N,7,Cc1cc(cc(c1)[NH2+:18][C@H]2CCc3c2cccc3)C,0
4054,8.8,N,2,CC[NH+](CC)CC/N=C(c1ccccc1C)\c2ccccc2C,0
6885,8.8,N,10,C=CCN(CC=C)CCC[NH+](CC=C)CC=C,0
6272,6.78,O,0,Oc(c(Cl)ccc1)c1Cl,0.01
1895,3.62,O,7,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],0
974_1,9.71,O,8,Cn1ccc(nc1=O)[OH:9],0
574_1,9.3,N,3,CC(C)[NH2+:13]C[C@@H](c1cccc(c1)C(F)(F)F)O,0
1029_1,4.19,O,9,c1cc(ccc1CC(=O)[OH:10])Cl,0
5814,3.5,O,10,NC(c1c(N)[nH]nc1CC(O)=O)=O,0
6187,2.28,O,13,Oc1c(C([NH2+]Cc2c[nH+]ccc2)P(O)(O)=O)cccc1,0
45_2,9.4,N,14,Cc1cccc(C)c1NC(=O)CCC[NH3+],0
6589,10.62,N,6,C[C@H]1C[C@@H]2CC[NH+]1C2,0
1089_1,3.28,O,11,c1cc(c(c(c1)Br)CO)C(=O)[OH:10],0
865,8.71,O,5,CS(c1cc(O)ccc1)=O,0
1285,8.6,O,10,[O-]S(C(/C(/c1c2[nH]nc1)=N\O)=CC2=O)(=O)=O,0
237,9.93,N,1,C[NH2+]Cc1ccc(C)cc1,0
2873,3.74,O,0,OC(c1cc(c2nnn[nH]2)ccc1)=O,0
1371,4.89,N,5,CNC(CS(NC(N)=O)(=O)=O)=O,0
1583,9.48,N,5,OCC2OC1NC(=S)OC1C2O,0
3073,8.6,O,0,Oc1c2[nH]ncc2ccc1,0
6968,9.23,N,0,NS(c(cc1)ccc1Cl)(=O)=O,0
1379_1,8.4,S,6,C([C@@H](C(=O)[O-])[NH3+])[SH:7],0
42_2,4.7,O,14,COc1ccc(cc1)C(=O)CCC(=O)O,0
3874,5.27,N,15,Cc1cnc3c(c1)c(C)cc2cc(C)c[nH+]c23,0
769,3.09,O,0,OC(C#COc1ccccc1)=O,0
251_2,8.89,N,8,COc2ccc(CC[NH+](C)CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C)cc2OC,0
6523,9.68,N,4,CC(C)C([NH3+])C(=O)[O-],0.06
2374,2.07,N,5,O=C3CSc2[nH+]cnc(N1CCOCC1)c2N3,0
6243,4.667,O,0,OC(CCc1ccccc1)=O,0.003
959,10.34,N,2,CC[NH+](CC)CCC[C@@H](C)[C@@H]3CC[C@@H]4[C@H]2CC[C@H]1C[C@@H](O)CC[C@@]1(C)[C@@H]2C[C@@H](O)[C@@]34C,0
634_1,5.3,N,5,COc1cc[nH+:15]c(c1)CSc2[nH]c3ccccc3n2,0
5999,7.75,N,6,[O-]C(C[NH+](CCNS(c1ccc(CCBr)cc1)(=O)=O)CC([O-])=O)=O,0
1236,3.83,N,11,Brc(cccc1)c1c1nnn[nH]1,0
114_1,3.849,N,7,Cc1cc(ccc1[NH3+:8])Cl,0.001
3960,5.06,O,10,C[Si](C)(C)CCCCCC(O)=O,0
6801,2.9,O,11,[O-][N+](c(cccc1)c1OCC(O)=O)=O,0
6924,1.68,N,13,CCNc1nc(Cl)nc(NC(C)C)[nH+]1,0
1533,2,O,0,OC(c1cccc2ccc[nH+]c12)=O,0
6573,4.45,O,2,O=C(O)C(P)CCC(P)C(=O)[O-],0
1756,4.31,N,5,CNc1nc[nH+]c2nc[nH]c12,0
5908,4.61,N,5,Cc1n[nH]c2[nH+]cnc(N)c12,0
958,6.65,N,9,c2cc1CCCCc1c[nH+]2,0
1319,10.05,O,6,Cc1cnc2c(O)cccc2c1C,0
139,9.38,N,5,COCCC[NH+](C)C,0.02
490_1,7,N,8,Cc1cccc(c1)C[NH+:13](CCO)CCO,0
2041,1.34,N,4,Nc1[nH+]c[nH+]c(O)c1N,0
4798,9.67,N,0,[NH3+][C@@H](CC(=O)[O-])C(=O)[O-],0
241,9.43,N,6,CCCSCC[NH3+],0
6268,7.5,N,4,Cc3cc2[nH+]c1ccc(N(C)C)cc1nc2cc3N,0
7209,8.61,O,0,Oc1ccncn1,0.02
2947,10.95,O,0,[O-]C(/C(/c1ccccc1)=N\O)=O,0
259_1,8.67,N,9,c1cc(cc(c1)O)[C@H](C[NH3+:9])O,0
218,4.03,N,5,Cn2c(CCl)[nH+]c1c(O)ccc(O)c12,0
192,10.34,N,3,CCC[NH2+]CCN,0
2623,10.91,N,2,CC[NH+](CC)Cc1cccc(C)c1[O-],0
5116,12.79,O,5,Cc1c(C)c(O)c(C)c(C)c1[O-],0
3149,10.4,N,9,CC1CCCC(C(=O)[O-])[NH2+]1,0
7337,6.67,N,21,Cc1ccc([N+](=O)[O-])c2c(NCCC[NH+](C)C)c(C)c(C)[nH+]c12,0
5222,7.2,N,6,CC/C=C/Cc1[nH+]ccn1C(C(=O)[O-])C(C)(C)S,0
